"BIT_DEPTH","RATE_OF_PENETRATION","HOOK_LOAD","DIFFERENTIAL_PRESSURE","WEIGHT_ON_BIT","DRILL_BIT_ID","DRILL_BIT_NAME"
144.52,131.7,65.6,65,-0.69,1,"ChallengDriller"
145.05,178.4,65.5,47,-0.62,1,"ChallengDriller"
147.13,179.7,55.2,403,11.4,1,"ChallengDriller"
148.55,200.2,57.7,282,7.41,1,"ChallengDriller"
151.17,154.1,60.5,372,9.68,1,"ChallengDriller"
450.49,0,43.1,-831,37.94,1,"ChallengDriller"
454.52,356,71.5,378,16.7,1,"ChallengDriller"
455.12,424.4,68.9,374,17.94,1,"ChallengDriller"
456.56,408.5,64.3,553,23.87,1,"ChallengDriller"
457.04,374,58.4,553,28.2,1,"ChallengDriller"
458.76,371.1,65.7,539,20.45,1,"ChallengDriller"
459.13,372.4,67.5,527,24.14,1,"ChallengDriller"
460.51,441.3,61.2,627,20.7,1,"ChallengDriller"
461.11,492.1,61.9,544,23.03,1,"ChallengDriller"
462.68,437.3,63.3,633,24.34,1,"ChallengDriller"
463.09,454.5,61.2,583,24.54,1,"ChallengDriller"
464.57,468.8,61.8,566,28.34,1,"ChallengDriller"
465.38,433.5,63.1,582,26.95,1,"ChallengDriller"
466.09,434.4,58.5,447,28.06,1,"ChallengDriller"
467.02,418.5,60.9,512,27.15,1,"ChallengDriller"
468.52,371.2,55.3,605,29.34,1,"ChallengDriller"
469.05,390.9,61.9,671,30.54,1,"ChallengDriller"
470.69,486.2,61.5,615,24.59,1,"ChallengDriller"
471.1,492.4,56.7,575,27.59,1,"ChallengDriller"
472.58,401.4,61.2,657,28.99,1,"ChallengDriller"
473.11,394.1,58.6,617,32.2,1,"ChallengDriller"
474.66,450.5,63.9,633,30.6,1,"ChallengDriller"
476.51,399.2,57.4,680,29.31,1,"ChallengDriller"
477.06,423.3,57.5,649,26.22,1,"ChallengDriller"
479.26,434,67.7,425,25.09,1,"ChallengDriller"
