"BIT_DEPTH","RATE_OF_PENETRATION","HOOK_LOAD","DIFFERENTIAL_PRESSURE","WEIGHT_ON_BIT","DRILL_BIT_ID","DRILL_BIT_NAME"
242.59,596.1,71.1,0,1.11,1,"Apollo"
243.23,419.9,72.2,47,0,1,"Apollo"
244.5,189.1,71.8,80,0.4,1,"Apollo"
246.76,191.6,72.6,57,0,1,"Apollo"
248.5,194.2,62.7,156,9.5,1,"Apollo"
249.17,205,59.2,243,13.2,1,"Apollo"
250.68,242.2,59.3,213,12.9,1,"Apollo"
252.19,242.7,58.3,252,13.9,1,"Apollo"
252.98,250.1,64.41,167,7.9,1,"Apollo"
254.53,254.9,61.6,332,9.2,1,"Apollo"
256.07,255.8,57.9,303,14.4,1,"Apollo"
256.88,256.3,59.6,239,12.7,1,"Apollo"
258.48,262.8,58.7,198,13.5,1,"Apollo"
260.08,265.61,60,222,12.2,1,"Apollo"
260.92,265.7,62.2,240,10.1,1,"Apollo"
262.42,252.1,61.7,310,10.5,1,"Apollo"
263.2,248.5,62.3,196,9.9,1,"Apollo"
264.7,248.6,62.4,268,9.7,1,"Apollo"
266.21,249.1,65.41,140,6.8,1,"Apollo"
267,250.6,64.8,199,6.9,1,"Apollo"
268.53,252.9,65,161,7.2,1,"Apollo"
270.06,252.9,62.4,288,9.81,1,"Apollo"
270.92,260.2,64.3,260,8.1,1,"Apollo"
272.62,272.3,59,179,13.3,1,"Apollo"
274.26,279.7,61.1,337,11,1,"Apollo"
275.06,272.11,58.7,224,12.6,1,"Apollo"
278.21,389.2,53.5,207,20,1,"Apollo"
278.76,308.7,64.6,93,8.81,1,"Apollo"
280.67,207.8,60.7,239,12.5,1,"Apollo"
282.11,235.2,58.6,248,14.8,1,"Apollo"
282.89,245.8,58.8,371,14.4,1,"Apollo"
284.4,249.8,63.6,247,9.7,1,"Apollo"
285.2,251.2,62,237,12.1,1,"Apollo"
286.27,293.2,58.8,283,14.5,1,"Apollo"
287.37,331.1,61.6,304,11.7,1,"Apollo"
290.59,349.3,57.3,329,16,1,"Apollo"
292.05,360.4,60.6,323,13,1,"Apollo"
292.81,355.8,61.2,349,12.3,1,"Apollo"
293.81,339,60.2,273,13.1,1,"Apollo"
294.89,345.3,61.2,262,12.1,1,"Apollo"
295.9,344.4,59.8,273,13.8,1,"Apollo"
300.12,340.5,52.4,455,20.9,1,"Apollo"
305.03,1073.6,75.8,50,0.9,1,"Apollo"
305.51,1073.6,75.2,5,1.4,1,"Apollo"
307.19,0,57,301,16.5,1,"Apollo"
308.89,505.2,76.41,0,0.4,1,"Apollo"
309.19,658.5,76.5,153,0.2,1,"Apollo"
310.57,382.8,63.3,311,13.6,1,"Apollo"
310.75,185.5,67,207,10.2,1,"Apollo"
312.08,246.2,64.41,261,12.4,1,"Apollo"
312.89,254.7,62.8,404,13.7,1,"Apollo"
314.74,283.11,62.2,310,14.7,1,"Apollo"
315.05,305.4,60.7,365,16,1,"Apollo"
315.75,329.6,61.7,317,15.1,1,"Apollo"
316.9,355.1,61.3,311,15.5,1,"Apollo"
317.99,364.9,66.5,224,11.3,1,"Apollo"
319.17,374.2,64,387,12.6,1,"Apollo"
320.38,381,67.1,251,9.7,1,"Apollo"
321.05,343.7,59.5,309,17.2,1,"Apollo"
322,393,65.5,313,11.3,1,"Apollo"
322.86,405.7,61.3,291,15.4,1,"Apollo"
324.59,412.8,59.9,334,20.8,1,"Apollo"
325.17,393.1,61.3,438,15.6,1,"Apollo"
326.58,337.2,56.4,346,20.3,1,"Apollo"
328.54,370,56.1,429,20.7,1,"Apollo"
329.01,378.2,61.7,473,15.4,1,"Apollo"
