"BIT_DEPTH","RATE_OF_PENETRATION","HOOK_LOAD","DIFFERENTIAL_PRESSURE","WEIGHT_ON_BIT","DRILL_BIT_ID","DRILL_BIT_NAME"
170.55,265.4,53.3,585,20,1,"Buzz Drilldrin"
171,270,53.2,605,19.5,1,"Buzz Drilldrin"
172.57,269.1,54,588,19.5,1,"Buzz Drilldrin"
173.03,269.6,54.1,609,20.2,1,"Buzz Drilldrin"
174.53,255.7,53.4,595,19.2,1,"Buzz Drilldrin"
175.08,265.5,62.1,541,12.5,1,"Buzz Drilldrin"
176.62,255.8,54.7,590,18.7,1,"Buzz Drilldrin"
177.06,254.8,55.1,609,20,1,"Buzz Drilldrin"
178.53,275.6,54.4,601,18.3,1,"Buzz Drilldrin"
179.12,270,55.3,607,20.3,1,"Buzz Drilldrin"
180.55,251.3,53.8,606,19.3,1,"Buzz Drilldrin"
181.01,278.3,54,610,19.6,1,"Buzz Drilldrin"
182.53,249.1,54.5,577,19.8,1,"Buzz Drilldrin"
183.14,267.3,58.3,554,16,1,"Buzz Drilldrin"
184.62,278.1,62.7,508,12,1,"Buzz Drilldrin"
185.08,278.4,55.5,571,18.2,1,"Buzz Drilldrin"
186.55,277.9,55.7,586,20.3,1,"Buzz Drilldrin"
187.18,277.9,54.1,603,19.2,1,"Buzz Drilldrin"
188.63,262.7,53.2,614,20.6,1,"Buzz Drilldrin"
189.08,236.1,61,571,21,1,"Buzz Drilldrin"
190.56,249.3,60.3,596,20.6,1,"Buzz Drilldrin"
191.05,252.9,54.2,608,20.1,1,"Buzz Drilldrin"
192.57,266.3,54.7,593,19.2,1,"Buzz Drilldrin"
193.03,272,54.7,565,18.6,1,"Buzz Drilldrin"
194.59,279.8,53.2,560,19.8,1,"Buzz Drilldrin"
195.06,281.1,54.7,529,18.2,1,"Buzz Drilldrin"
196.56,214.8,59.4,549,20.6,1,"Buzz Drilldrin"
197.03,207.5,54.1,557,21,1,"Buzz Drilldrin"
198.57,215.2,56.1,563,18.9,1,"Buzz Drilldrin"
199.02,237.8,53.4,586,19.5,1,"Buzz Drilldrin"
200.55,166.9,53.9,580,22.2,1,"Buzz Drilldrin"
201.02,154.1,58.5,579,23.4,1,"Buzz Drilldrin"
202.51,161.4,59.1,556,21,1,"Buzz Drilldrin"
203.07,160.4,57.3,571,23.1,1,"Buzz Drilldrin"
205.07,148.8,57.5,584,21.4,1,"Buzz Drilldrin"
206,142.2,64.6,251,8.3,1,"Buzz Drilldrin"
207.06,120.9,58.5,552,19,1,"Buzz Drilldrin"
208.54,126.1,61.5,509,18.8,1,"Buzz Drilldrin"
209.01,127.5,58.1,508,18.9,1,"Buzz Drilldrin"
210.57,155.3,69.1,358,18.4,1,"Buzz Drilldrin"
211.05,161.4,71,341,19.7,1,"Buzz Drilldrin"
212.54,207,59.6,497,21.6,1,"Buzz Drilldrin"
213.04,238.8,60,508,20.8,1,"Buzz Drilldrin"
214.57,248.6,60.7,473,19.1,1,"Buzz Drilldrin"
215.09,250.1,56.1,530,22.1,1,"Buzz Drilldrin"
216.51,274,56.7,656,24.9,1,"Buzz Drilldrin"
217.06,253.6,63.5,584,19.6,1,"Buzz Drilldrin"
218.6,262.8,55.3,637,22.9,1,"Buzz Drilldrin"
219.05,270.8,58.9,670,23.3,1,"Buzz Drilldrin"
220.52,270.3,54.8,630,25.4,1,"Buzz Drilldrin"
221.13,240.1,62.3,620,20.9,1,"Buzz Drilldrin"
222.65,261.1,56.7,603,22.7,1,"Buzz Drilldrin"
223.07,264.1,61,596,18.5,1,"Buzz Drilldrin"
225.15,299,57.9,591,21.1,1,"Buzz Drilldrin"
226.66,299.9,61.5,547,17.6,1,"Buzz Drilldrin"
228.56,295.2,60.8,608,23.3,1,"Buzz Drilldrin"
229.04,190,57.1,606,29.1,1,"Buzz Drilldrin"
230.5,202.1,57.1,664,22.4,1,"Buzz Drilldrin"
231.06,283.1,55.3,690,24.5,1,"Buzz Drilldrin"
232.53,305.1,53.3,690,26.2,1,"Buzz Drilldrin"
233.09,266.2,59.8,661,25.7,1,"Buzz Drilldrin"
234.54,225.2,62.4,644,23.9,1,"Buzz Drilldrin"
235.03,221.4,66.9,600,23.8,1,"Buzz Drilldrin"
236.53,218.2,60,641,24.3,1,"Buzz Drilldrin"
237.09,217.8,57.8,612,22.7,1,"Buzz Drilldrin"
238.57,279.3,57,679,21.7,1,"Buzz Drilldrin"
239.06,268.9,64.4,610,19.4,1,"Buzz Drilldrin"
240.51,264.3,54,727,27.6,1,"Buzz Drilldrin"
241.05,254.7,60,682,26.3,1,"Buzz Drilldrin"
243.12,300.3,59.8,603,20.6,1,"Buzz Drilldrin"
244.54,318.3,66.8,588,25.1,1,"Buzz Drilldrin"
245.12,258,64.5,540,22.9,1,"Buzz Drilldrin"
246.05,180.4,58.6,583,24.8,1,"Buzz Drilldrin"
247.1,181,66.5,627,28.8,1,"Buzz Drilldrin"
248.6,174.7,59.5,633,31.7,1,"Buzz Drilldrin"
250.6,221.3,60,604,18.5,1,"Buzz Drilldrin"
251.02,329.3,65.2,570,12.9,1,"Buzz Drilldrin"
252.54,358.8,59.6,579,20.3,1,"Buzz Drilldrin"
254.6,275.5,65.2,589,27,1,"Buzz Drilldrin"
256.52,209,62.2,592,31.7,1,"Buzz Drilldrin"
257.03,177.3,60.3,621,20.8,1,"Buzz Drilldrin"
258.56,184.7,61.1,636,19.3,1,"Buzz Drilldrin"
259.05,216.9,61,688,22.4,1,"Buzz Drilldrin"
260.7,295,57.4,700,20.8,1,"Buzz Drilldrin"
261.02,276.5,60.5,631,24.7,1,"Buzz Drilldrin"
262.54,210.8,58.9,697,19.7,1,"Buzz Drilldrin"
263.03,187.9,60.9,681,22,1,"Buzz Drilldrin"
265.03,200.6,65.7,688,25,1,"Buzz Drilldrin"
266.54,173.3,56.1,693,27,1,"Buzz Drilldrin"
267,158.2,60.1,728,36.4,1,"Buzz Drilldrin"
268.54,334.8,59.2,718,18.9,1,"Buzz Drilldrin"
269.06,386.8,55.2,755,26.3,1,"Buzz Drilldrin"
270.62,390.7,63.3,719,22.2,1,"Buzz Drilldrin"
271.04,386.8,56.7,728,25,1,"Buzz Drilldrin"
272.5,256.1,65.5,682,12.7,1,"Buzz Drilldrin"
273.04,272.5,67.4,656,21.8,1,"Buzz Drilldrin"
274.54,368.2,59,644,23.5,1,"Buzz Drilldrin"
275.07,270.7,58.3,704,29.6,1,"Buzz Drilldrin"
276.56,328.6,61.8,692,22.9,1,"Buzz Drilldrin"
278.67,280.5,54.1,750,24.1,1,"Buzz Drilldrin"
279.03,277.9,66.9,696,23.2,1,"Buzz Drilldrin"
280.59,322.7,57.6,725,22.1,1,"Buzz Drilldrin"
281.09,350.1,58.3,770,23.4,1,"Buzz Drilldrin"
282.51,320.8,60.4,697,18.8,1,"Buzz Drilldrin"
283.06,355.4,61.3,696,20.6,1,"Buzz Drilldrin"
284.58,318.5,56.5,698,21.7,1,"Buzz Drilldrin"
