BIT_DEPTH,RATE_OF_PENETRATION,HOOK_LOAD,DIFFERENTIAL_PRESSURE,WEIGHT_ON_BIT,DRILL_BIT_ID,DRILL_BIT_NAME
100.98,0,44.1,-1963,48.2,1,AstroBit
102.65,1219.9,65.4,609,-3,1,AstroBit
106.7,1226.9,66.4,682,-3.2,1,AstroBit
110.59,1208.5,65.4,651,-3.6,1,AstroBit
114.27,1243.7,65.6,664,-4,1,AstroBit
115.01,1265.3,65.9,664,-3.9,1,AstroBit
118.86,1365.4,65.4,618,-4.1,1,AstroBit
119.2,1391.3,65.6,658,-4.2,1,AstroBit
120.64,1449.4,65.8,656,-4.3,1,AstroBit
124.47,1582,65.6,655,-3.9,1,AstroBit
126.27,1625.4,64.8,632,-3.9,1,AstroBit
128.32,1299.6,63.1,642,-3.1,1,AstroBit
129,831.8,63.8,665,-3.5,1,AstroBit
129.58,903.7,64.2,653,-3.6,1,AstroBit
131,1682.6,64,650,-3.3,1,AstroBit
132.34,1031.7,63.8,624,-3.8,1,AstroBit
133.21,1032.9,63.9,646,-3.9,1,AstroBit
134.66,901.7,63.9,642,-3.6,1,AstroBit
135.01,890.8,64,651,-3.7,1,AstroBit
136.52,109.8,63.8,-28,-0.3,1,AstroBit
138.48,312.8,63.4,-70,-0.3,1,AstroBit
139.02,335.9,64,-67,-0.4,1,AstroBit
139.82,362.7,63.9,17,-0.4,1,AstroBit
141.13,393.4,63.5,67,-0.4,1,AstroBit
142.48,398.2,64,51,-0.4,1,AstroBit
143.04,399.7,63.7,-65,-0.5,1,AstroBit
143.79,397,63.7,10,-0.8,1,AstroBit
145.15,398.6,63.4,-18,-0.7,1,AstroBit
146.3,0,60.5,20,1.8,1,AstroBit
150.84,193.5,54.8,197,6.7,1,AstroBit
185.77,178.4,58,214,-0.6,1,AstroBit
187.06,244.5,51.6,366,8.8,1,AstroBit
188.5,0,61.2,177,-1.3,1,AstroBit
190.54,169,62.1,281,6.6,1,AstroBit
270.85,430.3,62.4,386,0,1,AstroBit
273.11,478,64,78,-3,1,AstroBit
274.59,373.3,75.5,276,-0.4,1,AstroBit
279.27,377.1,51.8,328,18.3,1,AstroBit
280.04,435.9,58,363,10.2,1,AstroBit
298.64,634.8,56.7,320,14.6,1,AstroBit
330.53,698.6,44,424,17.2,1,AstroBit
331.04,651,40.8,490,24.4,1,AstroBit
342.05,557.3,60.5,463,10.9,1,AstroBit
343.12,568.4,57.5,437,16,1,AstroBit
346.56,382.8,58.7,439,11.2,1,AstroBit
348.55,477,57.5,400,9.2,1,AstroBit
354.62,142.7,61,318,6.4,1,AstroBit
356.02,299.9,57,459,14.5,1,AstroBit
363.18,93.7,78,60,2.7,1,AstroBit
364.59,244.4,68.6,259,11.9,1,AstroBit
366.06,386.4,65.3,465,12.5,1,AstroBit
367.46,480.4,58.5,511,18.7,1,AstroBit
370.57,408.1,52.3,427,20.5,1,AstroBit
372.84,403.3,53,529,19.8,1,AstroBit
375.44,383.3,64.5,499,18.5,1,AstroBit
378.6,419.8,65.5,464,16.2,1,AstroBit
380.54,453.1,49.7,428,17.5,1,AstroBit
382.1,511.5,64.8,392,17.7,1,AstroBit
384.07,511.6,58.8,508,17.2,1,AstroBit
386.12,547.3,64.5,552,15.2,1,AstroBit
387.06,552.3,61.7,552,15.2,1,AstroBit
388.7,515.7,64.5,610,11,1,AstroBit
390.4,493.8,62,465,20.8,1,AstroBit
391.13,502,63.4,566,15.3,1,AstroBit
392.56,515.2,62.7,519,17.8,1,AstroBit
394.62,535.6,55.3,530,18.5,1,AstroBit
398.04,513.2,64,493,15.3,1,AstroBit
399.24,530.3,62.5,413,11.3,1,AstroBit
400.03,554.9,56.9,427,18.6,1,AstroBit
401.13,574.7,60,427,18,1,AstroBit
404.2,482.9,59.8,494,18.7,1,AstroBit
405,480.2,58.8,570,18.6,1,AstroBit
406.54,461.6,60.7,501,17.1,1,AstroBit
407.44,490.8,63.5,469,21.3,1,AstroBit
410,500.5,58.7,523,15.6,1,AstroBit
414.72,527.6,59.7,432,16.2,1,AstroBit
416.55,524.6,49.8,534,24.4,1,AstroBit
417,514.2,56.4,579,17.6,1,AstroBit
418.5,487.1,60.8,627,26.2,1,AstroBit
420.06,435.7,62.4,537,20.9,1,AstroBit
424.38,504.4,56.4,479,19.5,1,AstroBit
428.14,484.7,59.5,626,17.6,1,AstroBit
429.17,468,53.7,550,18.6,1,AstroBit
429.63,458.5,56.2,450,20,1,AstroBit
431.09,461.3,60.8,665,20.1,1,AstroBit
432.33,467,56.8,651,19.9,1,AstroBit
433.75,469.2,61.3,667,19.8,1,AstroBit
435.56,420.2,59.2,505,20.4,1,AstroBit
438.44,488.8,62.5,530,15,1,AstroBit
439.1,507.4,54.3,506,17.8,1,AstroBit
440.5,516.6,56.8,652,18.4,1,AstroBit
442.64,545.4,55.9,633,15.9,1,AstroBit
443.12,535.4,57.4,464,17.6,1,AstroBit
444.02,169.2,66.6,259,7.6,1,AstroBit
445.17,252.1,62.9,438,11.8,1,AstroBit
445.6,280.5,63.6,427,15.9,1,AstroBit
446.85,398.1,52,444,20.1,1,AstroBit
448.55,496,50.1,539,14.5,1,AstroBit
449.2,496.9,54.4,589,17.9,1,AstroBit
450.52,254.4,82.4,-216,0.2,1,AstroBit
451.15,183.5,75.4,-5,8.8,1,AstroBit
452.31,237.9,67.5,257,15.6,1,AstroBit
453.61,349.9,62,234,21,1,AstroBit
454.78,356.1,52,110,19.4,1,AstroBit
455.92,347.7,61.1,151,19,1,AstroBit
458.1,412.3,68.7,179,13.4,1,AstroBit
458.98,459.5,68.3,278,10.3,1,AstroBit
460.64,481.8,61.2,233,19.7,1,AstroBit
462.55,458.2,60.7,207,17.5,1,AstroBit
464.08,453.7,63.6,217,17.6,1,AstroBit
465.05,434.9,65.8,199,12.5,1,AstroBit
466.43,434.9,64.3,138,17.1,1,AstroBit
467.02,428.8,70.8,317,21,1,AstroBit
467.84,412.7,62.8,247,16.8,1,AstroBit
469,400.1,60.1,174,19,1,AstroBit
470.02,335.7,61.3,325,25.6,1,AstroBit
471.15,328.9,68.3,342,16.7,1,AstroBit
472.58,370.2,54.3,268,21.4,1,AstroBit
474.05,358.8,63.8,294,22.4,1,AstroBit
476.31,391.6,53.1,292,28.9,1,AstroBit
477.27,378.2,70.3,257,21.3,1,AstroBit
480.57,415.9,65,324,18.6,1,AstroBit
482.03,438.7,70.7,315,12.4,1,AstroBit
484.09,506.2,65.9,334,18,1,AstroBit
485.18,516.9,59.9,334,18.3,1,AstroBit
486.03,543.3,62.2,300,20.1,1,AstroBit
487.21,567.4,54,300,24.2,1,AstroBit
487.58,561,68.1,308,22.6,1,AstroBit
488.84,551,52,353,22,1,AstroBit
490.53,518.7,58.4,285,17.4,1,AstroBit
491.14,507.1,58.1,398,20.8,1,AstroBit
492.56,472.1,52.4,378,17.3,1,AstroBit
494.08,454.5,59.2,357,23.5,1,AstroBit
495,432.9,69.7,370,16.1,1,AstroBit
496.38,429,50.5,297,15.6,1,AstroBit
502.98,379.1,53.6,258,25.3,1,AstroBit
504.55,370.3,60.4,340,19.4,1,AstroBit
505.85,415.9,57.9,373,20,1,AstroBit
508.17,515.4,61.8,515,14.6,1,AstroBit
510.06,510.9,57.6,404,20.7,1,AstroBit
511.06,521.2,60.2,357,16.6,1,AstroBit
511.53,527,62,422,19.1,1,AstroBit
514.56,469.2,57.1,433,19.3,1,AstroBit
516.1,422,55.7,267,22.7,1,AstroBit
519.01,325.9,61.4,283,17.8,1,AstroBit
520.64,396.1,58.9,396,21.7,1,AstroBit
521.08,431.6,55.6,446,19.6,1,AstroBit
522.36,480.9,61.1,386,16.2,1,AstroBit
523.08,505.3,60.4,414,20.4,1,AstroBit
524.51,480.3,60.7,312,20,1,AstroBit
526.14,468.2,56.1,383,19,1,AstroBit
528.69,484.6,66.9,380,30.6,1,AstroBit
529.09,476,49.4,407,17.3,1,AstroBit
529.77,412.4,59.3,330,25.9,1,AstroBit
531.03,339,58.2,469,24.7,1,AstroBit
531.9,315,63.3,535,32.3,1,AstroBit
534.68,271.4,56.6,439,20.5,1,AstroBit
537.12,327.3,58.5,427,17.1,1,AstroBit
538.48,394.4,76.6,474,14.3,1,AstroBit
539.82,399.8,71.8,448,19.3,1,AstroBit
541.36,420.7,76.1,604,17.3,1,AstroBit
544.6,390.4,63.5,693,26.4,1,AstroBit
546.01,495.4,65.8,516,24,1,AstroBit
546.93,469.9,58.9,703,27.1,1,AstroBit
548.35,431.8,73.5,554,21.4,1,AstroBit
549.12,440.8,74.4,312,14.9,1,AstroBit
550.52,494.1,63.3,649,27.8,1,AstroBit
551.05,515.4,59.4,604,28.6,1,AstroBit
554.05,468.2,60.5,619,30.8,1,AstroBit
