"BIT_DEPTH","RATE_OF_PENETRATION","HOOK_LOAD","DIFFERENTIAL_PRESSURE","WEIGHT_ON_BIT","DRILL_BIT_ID","DRILL_BIT_NAME"
553.04,158.9,94.9,102,-0.2,1,"AstroBit"
554.07,234.2,81,329,14.7,1,"AstroBit"
555.01,276.3,80.7,253,12.8,1,"AstroBit"
556.11,547.4,68.4,497,22.3,1,"AstroBit"
557.34,623.1,62.7,676,32.2,1,"AstroBit"
558.59,643.1,57.1,671,35.6,1,"AstroBit"
559.14,647.6,56,743,37.2,1,"AstroBit"
644.56,4.9,100.9,158,-6.4,1,"AstroBit"
645.12,147.8,76.3,471,15.6,1,"AstroBit"
668.85,698.1,59.7,1628,32.5,1,"AstroBit"
669.07,704.7,64.8,1655,33,1,"AstroBit"
670.57,701.4,61.3,1699,37.2,1,"AstroBit"
671.04,580.3,64.2,1748,35.3,1,"AstroBit"
672.59,576,55.2,1734,38.4,1,"AstroBit"
673.07,479,58.8,1880,48.5,1,"AstroBit"
674.54,360.9,78.3,1964,34.4,1,"AstroBit"
677.12,577.9,68.7,1779,36.2,1,"AstroBit"
678.73,703.7,45.3,1588,39.6,1,"AstroBit"
682.64,606.6,72.8,1773,33.1,1,"AstroBit"
684.62,512.1,52.8,1701,34.9,1,"AstroBit"
688.86,628.9,60.1,1694,37.3,1,"AstroBit"
689.22,644,63.3,1690,31.7,1,"AstroBit"
691.22,525.7,55.3,1712,31.8,1,"AstroBit"
692.54,581.3,60.3,1760,36.1,1,"AstroBit"
693.19,576.1,66.8,1740,32.9,1,"AstroBit"
694.62,611.2,54.8,1686,34.2,1,"AstroBit"
695.15,542.7,57.7,1777,46.5,1,"AstroBit"
696.63,513.3,51.7,1696,32.9,1,"AstroBit"
697.21,589.1,63.4,1741,28.9,1,"AstroBit"
698.66,673.1,61.5,1674,29.9,1,"AstroBit"
702.77,527.9,61.4,1729,32.9,1,"AstroBit"
705.25,405.2,45.4,1736,50.3,1,"AstroBit"
706.56,506,64.6,1827,31.6,1,"AstroBit"
708.84,590.7,61.3,1750,31.6,1,"AstroBit"
709.21,621,55.8,1675,34.1,1,"AstroBit"
711.16,546.2,63.5,1727,29.6,1,"AstroBit"
712.7,582.4,54.2,1701,35.7,1,"AstroBit"
715.24,559.3,62.1,1660,39.2,1,"AstroBit"
716.83,629,63.1,1703,33.4,1,"AstroBit"
717.19,620.8,62.1,1678,30.4,1,"AstroBit"
718.6,586.3,51.9,1695,40.5,1,"AstroBit"
719.14,513.1,66.9,1800,35.5,1,"AstroBit"
725.17,589.1,52.8,1706,44.4,1,"AstroBit"
728.65,569.1,50.1,1744,38.4,1,"AstroBit"
729.19,536.5,56,1751,28.6,1,"AstroBit"
730.53,644.3,66.8,1720,32.5,1,"AstroBit"
731.08,621.1,50.9,1664,36.1,1,"AstroBit"
732.59,639.9,53.2,1618,29.5,1,"AstroBit"
733.06,654.7,69.2,1734,31.8,1,"AstroBit"
737.03,573.1,63.1,1729,34.1,1,"AstroBit"
738.65,591.3,48.7,1727,36.6,1,"AstroBit"
739.01,500.9,61.9,1852,37.6,1,"AstroBit"
740.58,521.3,63,1776,34.8,1,"AstroBit"
741.05,554.2,52.7,1732,33.5,1,"AstroBit"
745.18,452.9,56.3,1819,39.7,1,"AstroBit"
746.52,554.5,59.4,1764,31.9,1,"AstroBit"
747.14,523.7,42.3,1794,51.2,1,"AstroBit"
748.53,489.1,47.5,1726,32.9,1,"AstroBit"
750.63,552,48.8,1700,30.5,1,"AstroBit"
752.5,553.6,62.3,1671,26.5,1,"AstroBit"
753,568.7,66.1,1743,35.1,1,"AstroBit"
754.58,640.5,59.4,1705,33.2,1,"AstroBit"
755.06,594.1,64.6,1730,31.6,1,"AstroBit"
756.55,620.5,65.2,1654,25.5,1,"AstroBit"
757.23,614.7,71.4,1762,32.4,1,"AstroBit"
758.81,572.6,55.2,1674,41.3,1,"AstroBit"
759.06,586.9,63.9,1744,32.6,1,"AstroBit"
763.03,494.9,53.1,1767,35.5,1,"AstroBit"
764.62,496.5,47.1,1755,42,1,"AstroBit"
766.57,639.7,61.2,1677,29.6,1,"AstroBit"
769.15,549.6,59.6,1737,32.5,1,"AstroBit"
