BIT_DEPTH,RATE_OF_PENETRATION,HOOK_LOAD,DIFFERENTIAL_PRESSURE,WEIGHT_ON_BIT,DRILL_BIT_ID,DRILL_BIT_NAME
1356.54,255.06,104.48,-27.58,0,1,Buzz Drilldrin
1357.03,215.69,103.93,-37.8,0,1,Buzz Drilldrin
1358.55,223.96,101.36,14.18,1.02,1,Buzz Drilldrin
1359.01,251.47,102.19,13.56,0.26,1,Buzz Drilldrin
1360.51,173.45,89.08,192.45,14.84,1,Buzz Drilldrin
1361.04,169.99,95.61,185.48,8.15,1,Buzz Drilldrin
1362.55,196.76,87.84,267.54,14.84,1,Buzz Drilldrin
1363.02,193.71,91.01,281.65,12,1,Buzz Drilldrin
1364.54,180.27,90.37,277.28,12.17,1,Buzz Drilldrin
1365,190.43,91.75,297.89,12.45,1,Buzz Drilldrin
1366.51,163.82,93.61,182.12,12.88,1,Buzz Drilldrin
1367.01,189.59,94.87,211.06,14.11,1,Buzz Drilldrin
1368.52,177.96,93.01,198.14,14.41,1,Buzz Drilldrin
1369.05,191.46,97.71,207.22,11.89,1,Buzz Drilldrin
1370.55,194.61,93.52,236.12,14.11,1,Buzz Drilldrin
1371.04,185.37,90.48,231.51,15.82,1,Buzz Drilldrin
1372.51,185.12,89.81,239.06,16.13,1,Buzz Drilldrin
1373,195.75,94.32,241.92,14.63,1,Buzz Drilldrin
1374.54,180.06,89.98,230.45,15.92,1,Buzz Drilldrin
1375.08,213.97,90.9,230.48,14.69,1,Buzz Drilldrin
1376.54,236.91,88.52,269.48,18.44,1,Buzz Drilldrin
1377.01,236.91,87.34,290.74,19.81,1,Buzz Drilldrin
1378.56,197.75,88.8,259.47,19.69,1,Buzz Drilldrin
1379.03,206.39,90.72,267.71,17.55,1,Buzz Drilldrin
1380.56,226.91,87.38,239.41,19.55,1,Buzz Drilldrin
1381.03,241.61,87.16,260.71,19.52,1,Buzz Drilldrin
1382.52,211.89,89.22,295.93,18.74,1,Buzz Drilldrin
1383.06,160.57,88.15,245.44,18.94,1,Buzz Drilldrin
1384.51,195.33,89.5,269.72,19.22,1,Buzz Drilldrin
1385.03,227,89.74,261.47,17.97,1,Buzz Drilldrin
1386.52,214.72,98.91,277.41,10.15,1,Buzz Drilldrin
1387.14,234.19,92.12,356.91,21.9,1,Buzz Drilldrin
1388.56,337.98,79.52,-278.46,24.83,1,Buzz Drilldrin
1389.01,1246.56,85.7,79.03,20.43,1,Buzz Drilldrin
1390.51,308.71,82.03,416.69,24.89,1,Buzz Drilldrin
1391.04,307.74,88.93,405.73,20.54,1,Buzz Drilldrin
1392.51,338.78,81.96,415.07,23.53,1,Buzz Drilldrin
1393.02,223.24,90.42,334.89,16.35,1,Buzz Drilldrin
1394.51,336.12,86.11,421.33,24.25,1,Buzz Drilldrin
1395.04,305.99,90.15,411.41,20.32,1,Buzz Drilldrin
1396.51,329.34,81.81,389.53,24.23,1,Buzz Drilldrin
1397.06,298.12,78.14,402.56,26.63,1,Buzz Drilldrin
1398.57,402.13,81.68,450.72,31.99,1,Buzz Drilldrin
1399.04,477.01,71.61,513.95,25.65,1,Buzz Drilldrin
1400.54,368.43,78.05,435.49,27.18,1,Buzz Drilldrin
1401.05,322.48,82.25,417.86,24.72,1,Buzz Drilldrin
1402.52,318.75,83.76,447.39,21.36,1,Buzz Drilldrin
1403.08,353.27,80.3,396.82,27.32,1,Buzz Drilldrin
1404.55,328.5,81.5,424.79,25.8,1,Buzz Drilldrin
1405.03,345.49,90.7,402.26,21.68,1,Buzz Drilldrin
1406.57,402.19,83.65,448.05,24.53,1,Buzz Drilldrin
1407.05,384.18,80.28,470.23,28.02,1,Buzz Drilldrin
1408.51,450.28,78.84,511.46,29.76,1,Buzz Drilldrin
1409.01,491.87,76.02,542.28,29.85,1,Buzz Drilldrin
1410.54,487.88,79.45,489.29,29.59,1,Buzz Drilldrin
1411.11,428.47,76.88,500.27,31.53,1,Buzz Drilldrin
1412.54,464.84,81.05,559.1,28.48,1,Buzz Drilldrin
1413.01,385.14,78.8,543.54,29.94,1,Buzz Drilldrin
1414.62,442.66,79.34,550.74,29.84,1,Buzz Drilldrin
1415.09,415.57,81.4,535.83,28.16,1,Buzz Drilldrin
1416.58,392.55,76.7,514.69,30.77,1,Buzz Drilldrin
1417.05,448.58,80.2,533.15,32.39,1,Buzz Drilldrin
1418.6,419.62,73.88,554.55,33.99,1,Buzz Drilldrin
1419.07,444.56,72.09,541.08,32.61,1,Buzz Drilldrin
1420.58,377.98,75.44,549.71,32.34,1,Buzz Drilldrin
1421.04,456.28,73.51,537.34,31.47,1,Buzz Drilldrin
1422.56,455.22,74.15,554.64,32.76,1,Buzz Drilldrin
1423.03,320.77,79.93,513.55,28.06,1,Buzz Drilldrin
1424.56,354.38,77.53,517.62,32.36,1,Buzz Drilldrin
1425.1,408,76.81,548.52,29.92,1,Buzz Drilldrin
1426.6,323.46,77.23,543.89,31.15,1,Buzz Drilldrin
1427.03,323.46,74.84,534.64,33.5,1,Buzz Drilldrin
1428.53,398.45,76.51,554.85,32.37,1,Buzz Drilldrin
1429.01,357.57,78.12,558.55,29.25,1,Buzz Drilldrin
1430.61,422.44,71.22,476.18,31.34,1,Buzz Drilldrin
