BIT_DEPTH,RATE_OF_PENETRATION,HOOK_LOAD,DIFFERENTIAL_PRESSURE,WEIGHT_ON_BIT,DRILL_BIT_ID,DRILL_BIT_NAME
216.63,220.3,84.5,145,10.2,1,Buzz Drilldrin
217.03,211.3,81.9,150,9.9,1,Buzz Drilldrin
219.16,277.2,79.1,283,12.9,1,Buzz Drilldrin
220.56,292.7,79.4,330,12.9,1,Buzz Drilldrin
221,299.4,81.7,378,10.6,1,Buzz Drilldrin
222.55,321.6,78.5,224,13.4,1,Buzz Drilldrin
223.22,329,77.7,265,9.8,1,Buzz Drilldrin
224.54,339.8,79.9,322,12.5,1,Buzz Drilldrin
225.09,343.6,67.4,20,24.4,1,Buzz Drilldrin
226.52,298,72.4,539,19.4,1,Buzz Drilldrin
227.03,297.8,71.7,526,20.2,1,Buzz Drilldrin
228.76,371.7,69.4,491,22.8,1,Buzz Drilldrin
229.2,368.4,70.4,495,21.5,1,Buzz Drilldrin
230.52,317,64.4,465,27.4,1,Buzz Drilldrin
231.06,264,78.2,280,13.6,1,Buzz Drilldrin
232.52,316.4,64.6,628,27.2,1,Buzz Drilldrin
233.08,325.2,65.7,498,23.8,1,Buzz Drilldrin
234.5,411.3,71.9,450,21.1,1,Buzz Drilldrin
235.08,410.2,74.1,493,18.1,1,Buzz Drilldrin
236.54,429.9,69.5,480,20,1,Buzz Drilldrin
237.04,433.2,68.3,558,23.8,1,Buzz Drilldrin
238.55,443,65.6,560,26.2,1,Buzz Drilldrin
239.06,446.2,66.9,528,24.9,1,Buzz Drilldrin
240.67,387.9,75,328,16.8,1,Buzz Drilldrin
241.12,380.3,71.5,454,20.4,1,Buzz Drilldrin
242.78,385.8,60.9,798,30.8,1,Buzz Drilldrin
243.26,383.8,71,385,21.3,1,Buzz Drilldrin
244.51,454.9,70.8,560,23.1,1,Buzz Drilldrin
245.05,462.9,60.2,931,31.5,1,Buzz Drilldrin
246.51,378.6,66,570,25.8,1,Buzz Drilldrin
247.01,376.6,66.9,602,24.9,1,Buzz Drilldrin
248.57,362,70.8,449,20.9,1,Buzz Drilldrin
249.01,374.5,76.7,639,13.1,1,Buzz Drilldrin
251.06,268.7,77.2,244,14.6,1,Buzz Drilldrin
252.53,293.7,61,481,30.5,1,Buzz Drilldrin
253,297.6,67.6,580,24.7,1,Buzz Drilldrin
254.53,344.2,75.4,439,15.6,1,Buzz Drilldrin
255.01,337.5,68.2,433,23.6,1,Buzz Drilldrin
256.57,327.9,61.2,484,29.8,1,Buzz Drilldrin
257.05,340.3,59.6,514,32,1,Buzz Drilldrin
258.56,335.8,64.6,504,27.1,1,Buzz Drilldrin
259,335.9,63.5,667,28.3,1,Buzz Drilldrin
260.52,362.5,57,739,34.1,1,Buzz Drilldrin
261.14,330.6,66.3,448,25.1,1,Buzz Drilldrin
262.5,277.5,76.5,331,14.4,1,Buzz Drilldrin
263.17,284.7,69.1,518,22.4,1,Buzz Drilldrin
264.52,204.7,51.6,629,39.6,1,Buzz Drilldrin
265.04,187.5,65.9,639,25.8,1,Buzz Drilldrin
266.58,243.1,67.6,525,25.8,1,Buzz Drilldrin
267.01,266.1,61.8,629,28.9,1,Buzz Drilldrin
268.51,352.7,57.8,864,33.4,1,Buzz Drilldrin
269.04,334.8,67.6,403,24.3,1,Buzz Drilldrin
270.63,329.3,60.2,855,31.5,1,Buzz Drilldrin
271.09,330.7,62.7,588,32,1,Buzz Drilldrin
272.05,381.4,81.5,307,9.4,1,Buzz Drilldrin
272.96,361,69.3,554,22.5,1,Buzz Drilldrin
274.7,350.6,61.3,622,30.9,1,Buzz Drilldrin
275.18,364.1,58,626,33.8,1,Buzz Drilldrin
276.57,356.9,62.1,677,31.5,1,Buzz Drilldrin
277.05,369.2,54.4,634,28.9,1,Buzz Drilldrin
278.57,308.3,74.5,453,17.2,1,Buzz Drilldrin
280.51,322.4,61.4,570,30.4,1,Buzz Drilldrin
281,345.5,64.3,592,27.9,1,Buzz Drilldrin
282.6,355.8,64.3,484,28.8,1,Buzz Drilldrin
283.03,346.4,74.8,232,16.9,1,Buzz Drilldrin
284.53,344.4,85.6,137,27.5,1,Buzz Drilldrin
285.24,349,71.1,455,16.3,1,Buzz Drilldrin
286.58,398.1,62.2,759,29.8,1,Buzz Drilldrin
287.1,402.3,58,803,33.7,1,Buzz Drilldrin
288.61,407.4,60.5,523,31.9,1,Buzz Drilldrin
289.12,355,77.8,332,14,1,Buzz Drilldrin
290.62,372.1,62.2,523,27.2,1,Buzz Drilldrin
291.15,366.4,57.3,281,34.6,1,Buzz Drilldrin
292.68,362.5,65,576,26.7,1,Buzz Drilldrin
293.18,366.4,67.1,566,25.9,1,Buzz Drilldrin
294.62,408.3,68,455,23.2,1,Buzz Drilldrin
295.14,429.3,66.4,366,25.4,1,Buzz Drilldrin
296.58,459.1,60,859,31.8,1,Buzz Drilldrin
297.03,400.8,76.7,503,16.2,1,Buzz Drilldrin
298.51,354.3,57.8,605,34,1,Buzz Drilldrin
299.01,289.1,82.6,271,9.3,1,Buzz Drilldrin
300.68,366.1,77.9,276,13.3,1,Buzz Drilldrin
301.09,378.1,84.6,192,12.3,1,Buzz Drilldrin
302.51,396.4,81.1,364,11.1,1,Buzz Drilldrin
303.14,387.6,71.2,574,22.5,1,Buzz Drilldrin
304.62,296,65.7,389,14.6,1,Buzz Drilldrin
305.13,324.7,66.6,480,25,1,Buzz Drilldrin
306.03,298,94.4,442,5.6,1,Buzz Drilldrin
307.05,450.6,78.6,418,21.5,1,Buzz Drilldrin
308.59,456.4,77.7,183,22.5,1,Buzz Drilldrin
309.1,457.3,71.6,275,28.8,1,Buzz Drilldrin
310.64,458.1,76.8,195,24,1,Buzz Drilldrin
311.16,458.5,69.5,348,32.3,1,Buzz Drilldrin
312.55,466,62.2,518,30.2,1,Buzz Drilldrin
313.08,468.8,78.2,181,22,1,Buzz Drilldrin
314.62,416.1,68.7,45,32.2,1,Buzz Drilldrin
315.07,379.4,78.1,448,22,1,Buzz Drilldrin
316.54,391.4,72.6,319,28,1,Buzz Drilldrin
317.08,418.3,62.8,374,34.6,1,Buzz Drilldrin
318.71,472.5,62.7,245,36.3,1,Buzz Drilldrin
319.03,467.3,81.5,531,18.6,1,Buzz Drilldrin
320.46,485.7,72.9,349,29.8,1,Buzz Drilldrin
321,485.9,60.7,162,38.3,1,Buzz Drilldrin
322.77,490,66.8,396,30.5,1,Buzz Drilldrin
323.32,476.5,79.3,372,27,1,Buzz Drilldrin
324.54,492.7,66.1,243,33,1,Buzz Drilldrin
325.09,493.6,80.9,313,20.6,1,Buzz Drilldrin
326.54,481.9,68.2,292,32.3,1,Buzz Drilldrin
328,499.3,73.8,159,25.5,1,Buzz Drilldrin
329.19,508.4,72.6,327,28.4,1,Buzz Drilldrin
330.42,453.1,74.8,545,25.3,1,Buzz Drilldrin
331.2,468.3,73.7,232,25.6,1,Buzz Drilldrin
332.63,411.4,59.9,441,37.8,1,Buzz Drilldrin
333.36,403.6,83.7,12,21,1,Buzz Drilldrin
334.59,404.8,71.5,337,29.1,1,Buzz Drilldrin
335.02,395.2,83.1,261,17.1,1,Buzz Drilldrin
336.47,385.2,80.6,50,18.5,1,Buzz Drilldrin
337.16,392.8,64.9,203,35.6,1,Buzz Drilldrin
339.11,358.8,77.5,112,22.6,1,Buzz Drilldrin
340.46,352,55.7,332,38.5,1,Buzz Drilldrin
341.05,337.5,75.6,266,24.5,1,Buzz Drilldrin
342.71,375,57.4,264,41.4,1,Buzz Drilldrin
343.07,334.7,80.1,297,19.8,1,Buzz Drilldrin
344.55,323.1,66.3,103,35.5,1,Buzz Drilldrin
346.14,333.7,65.8,507,29.5,1,Buzz Drilldrin
347.24,390.6,78.3,398,22.1,1,Buzz Drilldrin
348.82,439.2,70.5,604,29.7,1,Buzz Drilldrin
349.04,456.6,61.9,857,32.4,1,Buzz Drilldrin
350.86,504.3,78.3,604,23.2,1,Buzz Drilldrin
351.09,504.6,79.3,844,20.7,1,Buzz Drilldrin
352.46,493.6,68.9,495,27.1,1,Buzz Drilldrin
353.03,495.1,75.7,487,24.6,1,Buzz Drilldrin
354.52,511.3,81.5,522,20.8,1,Buzz Drilldrin
356.5,514.9,63.9,481,36,1,Buzz Drilldrin
358.72,449,72,604,18.9,1,Buzz Drilldrin
359.16,448.4,85.9,402,14.3,1,Buzz Drilldrin
359.54,405,85.7,600,13.9,1,Buzz Drilldrin
360.8,435.3,79.6,467,20.5,1,Buzz Drilldrin
362.39,477.8,71.4,644,26.8,1,Buzz Drilldrin
363.56,470.7,82.4,575,17.7,1,Buzz Drilldrin
365.82,422.8,68.7,643,31.2,1,Buzz Drilldrin
367.23,451.3,65.3,493,39.1,1,Buzz Drilldrin
368.72,450.5,84.4,567,17,1,Buzz Drilldrin
