BIT_DEPTH,RATE_OF_PENETRATION,HOOK_LOAD,DIFFERENTIAL_PRESSURE,WEIGHT_ON_BIT,DRILL_BIT_ID,DRILL_BIT_NAME
119.8,354.1,58.9,101,-54.32,1,Buzz Drilldrin
124.03,368.1,69.8,-14,-0.72,1,Buzz Drilldrin
129.05,1435.1,68.8,-15,-1.65,1,Buzz Drilldrin
130.61,885.7,69,-15,-2.25,1,Buzz Drilldrin
131.22,504.5,69.6,-18,-2.66,1,Buzz Drilldrin
132.66,887.6,69.6,-11,-1.85,1,Buzz Drilldrin
133.85,984.8,71.7,-14,-2.21,1,Buzz Drilldrin
135.08,140.7,68.2,-16,-1.54,1,Buzz Drilldrin
136.27,408.1,70.6,-21,-2.26,1,Buzz Drilldrin
137.15,526.8,69,-20,-2.05,1,Buzz Drilldrin
138.48,499.5,69.4,-19,-1.57,1,Buzz Drilldrin
141.16,0,73.4,-14,-3.77,1,Buzz Drilldrin
142.39,383.8,71.8,-22,-2.18,1,Buzz Drilldrin
143.37,489.4,70.2,-22,-3.35,1,Buzz Drilldrin
144.96,695.8,70,-24,-2.56,1,Buzz Drilldrin
146.11,693.5,68,-27,-2.2,1,Buzz Drilldrin
148.68,609.4,68,0,-1.66,1,Buzz Drilldrin
153.59,892,66.2,38,1.32,1,Buzz Drilldrin
155.31,877.3,61.6,196,4.1,1,Buzz Drilldrin
157,994.5,59.6,184,6.81,1,Buzz Drilldrin
159.64,811.4,66.5,53,-1.85,1,Buzz Drilldrin
162.69,925,64.1,197,4.88,1,Buzz Drilldrin
164.46,1039.2,65.7,210,4.52,1,Buzz Drilldrin
165.76,1039.2,63.4,234,2.28,1,Buzz Drilldrin
167.11,1096.4,64.9,89,-1.75,1,Buzz Drilldrin
168.52,1099.5,65.2,72,-2.15,1,Buzz Drilldrin
169.83,790.4,66.5,61,-2.38,1,Buzz Drilldrin
172.98,1032.9,68.3,36,-2.92,1,Buzz Drilldrin
174.28,1053.9,66.9,75,-2.03,1,Buzz Drilldrin
177.35,1043.4,67.2,46,-3.21,1,Buzz Drilldrin
178.66,1050.8,66.6,48,-3.41,1,Buzz Drilldrin
188.58,718.6,49.5,432,32.89,1,Buzz Drilldrin
189.02,159.4,61.2,95,3.55,1,Buzz Drilldrin
206.72,420.3,50.6,429,9.52,1,Buzz Drilldrin
210.08,476.9,56.9,487,10.29,1,Buzz Drilldrin
212.8,562.3,50.9,485,8.76,1,Buzz Drilldrin
213.33,435.9,56.2,391,11.82,1,Buzz Drilldrin
214.8,483.6,52.7,314,19.4,1,Buzz Drilldrin
216.4,262.4,74.7,224,15.57,1,Buzz Drilldrin
218.74,479.3,62.9,258,10.4,1,Buzz Drilldrin
219.24,548.6,64.9,266,12.9,1,Buzz Drilldrin
220.73,454.2,58.4,296,13.96,1,Buzz Drilldrin
222.88,597.3,56.7,222,15.81,1,Buzz Drilldrin
226.45,689.9,55.9,367,16.65,1,Buzz Drilldrin
232.48,1055.3,59.7,410,11.98,1,Buzz Drilldrin
236.74,618.2,58.1,382,15.58,1,Buzz Drilldrin
243.21,736.9,55.3,422,19.23,1,Buzz Drilldrin
251.1,746.6,56.3,398,15.68,1,Buzz Drilldrin
252.26,947.6,56.2,460,14.03,1,Buzz Drilldrin
257.79,571.7,56.9,414,21.1,1,Buzz Drilldrin
265.19,336,54.9,376,20.31,1,Buzz Drilldrin
266.46,614.2,56.8,370,12.38,1,Buzz Drilldrin
278.82,1379.2,54.8,597,22.08,1,Buzz Drilldrin
282.1,922.1,60.8,294,12.62,1,Buzz Drilldrin
283.01,366.3,62.1,261,6.67,1,Buzz Drilldrin
285.02,198.8,61.6,301,8.17,1,Buzz Drilldrin
285.67,369.1,56.8,362,11.59,1,Buzz Drilldrin
287.37,771.3,55.6,440,13.61,1,Buzz Drilldrin
294.66,682.1,50.8,520,15.95,1,Buzz Drilldrin
295.23,631.5,52.9,501,20.57,1,Buzz Drilldrin
299.2,612.8,57.9,391,16.38,1,Buzz Drilldrin
301.02,132.3,71.9,152,4.75,1,Buzz Drilldrin
302.67,189.7,64.8,390,12.5,1,Buzz Drilldrin
303.02,283.5,69,210,7.39,1,Buzz Drilldrin
307.31,384.8,66.6,246,16.29,1,Buzz Drilldrin
312.12,524.6,64.8,446,5.71,1,Buzz Drilldrin
313.89,912.6,60.2,471,17.39,1,Buzz Drilldrin
317.21,468.2,55.1,549,22.99,1,Buzz Drilldrin
318.5,482.6,55.6,516,21.9,1,Buzz Drilldrin
325.31,1488.1,62.7,482,15.69,1,Buzz Drilldrin
327.42,1907.6,61.7,563,17.44,1,Buzz Drilldrin
331.28,968.2,59.6,640,23.84,1,Buzz Drilldrin
333.52,1492.7,56.1,693,19.77,1,Buzz Drilldrin
348.48,757.5,57.8,556,22.75,1,Buzz Drilldrin
355.08,655.3,56.5,681,25.53,1,Buzz Drilldrin
362.43,628.7,55.6,686,16.77,1,Buzz Drilldrin
364.72,522.9,56,641,18.39,1,Buzz Drilldrin
366.03,751,57.8,612,22.86,1,Buzz Drilldrin
378.93,588.1,56,444,15.87,1,Buzz Drilldrin
379.61,516.2,56.6,660,20.24,1,Buzz Drilldrin
380.9,716.3,59.9,495,24.46,1,Buzz Drilldrin
395.36,416.1,63.2,415,21.93,1,Buzz Drilldrin
396.59,390.9,60.8,442,23.47,1,Buzz Drilldrin
397.42,490.9,60.4,433,23.71,1,Buzz Drilldrin
398.88,941.1,57.3,556,24.06,1,Buzz Drilldrin
401.86,863.3,58.7,537,26.3,1,Buzz Drilldrin
405.06,1172.1,57.8,563,27.09,1,Buzz Drilldrin
414.52,853.7,57.9,552,26.19,1,Buzz Drilldrin
418.66,1050.9,57.3,636,24.17,1,Buzz Drilldrin
419.61,1112.8,57.1,640,26.53,1,Buzz Drilldrin
422.84,826.9,55.6,690,27.7,1,Buzz Drilldrin
426.19,1784,63,611,21.6,1,Buzz Drilldrin
428.8,1056.9,53.6,623,25.76,1,Buzz Drilldrin
430.92,900.6,54.3,627,26.08,1,Buzz Drilldrin
439.87,1448.3,58.7,647,26.84,1,Buzz Drilldrin
441.22,1089.1,57,621,27.18,1,Buzz Drilldrin
447.99,1008.3,55.5,702,23.96,1,Buzz Drilldrin
452.28,806.6,59.2,651,36.55,1,Buzz Drilldrin
453.83,672.9,57.5,537,30.83,1,Buzz Drilldrin
456.53,765.5,59.3,572,28.72,1,Buzz Drilldrin
460.12,799,55.4,626,23.73,1,Buzz Drilldrin
463.37,730.7,55.5,714,22.99,1,Buzz Drilldrin
476.52,222.1,59.9,426,39.36,1,Buzz Drilldrin
481.2,206.7,50.5,369,16.65,1,Buzz Drilldrin
482,189.2,60.9,375,31.35,1,Buzz Drilldrin
482.93,266.2,57.4,288,29.97,1,Buzz Drilldrin
483.99,253.9,58.4,283,29.97,1,Buzz Drilldrin
486.25,333.6,58.8,412,34.32,1,Buzz Drilldrin
487.1,291.5,57.3,413,31.58,1,Buzz Drilldrin
488.61,214.5,58.6,323,29.02,1,Buzz Drilldrin
