"BIT_DEPTH","RATE_OF_PENETRATION","HOOK_LOAD","DIFFERENTIAL_PRESSURE","WEIGHT_ON_BIT","DRILL_BIT_ID","DRILL_BIT_NAME"
1252.71,438,57.6,700,47.32,1,"Apollo"
1253.16,479.6,61.5,585,44.02,1,"Apollo"
1254.62,544,57,645,46.67,1,"Apollo"
1255.11,545.2,61.4,631,46.91,1,"Apollo"
1257.11,427.9,56.1,471,50.45,1,"Apollo"
1258.72,590.9,66.5,551,38.2,1,"Apollo"
1259.22,593.2,65.9,589,39.23,1,"Apollo"
1260.5,611.3,59,749,47.77,1,"Apollo"
1261.28,559,58.8,711,46.87,1,"Apollo"
1262.82,562.3,59.7,435,56.57,1,"Apollo"
1263.34,628.9,66.1,335,38.8,1,"Apollo"
1265.11,534.3,67,534,37.36,1,"Apollo"
1266.74,592.2,81.5,457,22.76,1,"Apollo"
1267.03,608,78.6,370,24.75,1,"Apollo"
1268.63,633.2,60.5,560,47.31,1,"Apollo"
1269.15,531.1,56.6,503,47.33,1,"Apollo"
1271.01,525.7,55,661,49.52,1,"Apollo"
1275.34,533.6,56.4,708,50.76,1,"Apollo"
1276.58,219.6,111.1,103,0.45,1,"Apollo"
1277.04,161.1,94.1,263,17.72,1,"Apollo"
1278.55,201.9,95.7,67,16.08,1,"Apollo"
1279,195.4,94.8,76,17.42,1,"Apollo"
1280.56,205.1,97.4,40,14.35,1,"Apollo"
1281.01,199,98.2,118,16.03,1,"Apollo"
1282.51,97,105.2,64,6.16,1,"Apollo"
1283.06,156,94.3,130,15.73,1,"Apollo"
1284.55,151.7,101,48,9.43,1,"Apollo"
1285.06,153.5,99.7,1,12.07,1,"Apollo"
1286.54,213.2,89.2,153,23.24,1,"Apollo"
1287.02,171.9,88.9,81,22.34,1,"Apollo"
1288.54,244.7,89.4,206,22.18,1,"Apollo"
1289.07,270.7,88.4,277,25.63,1,"Apollo"
1290.58,273.7,84.2,195,28.58,1,"Apollo"
1291.02,230.6,79.4,247,32.28,1,"Apollo"
1292.59,391,77.6,298,33.32,1,"Apollo"
1293.02,341.8,82.1,318,29.5,1,"Apollo"
1294.64,380.8,76.9,412,33.15,1,"Apollo"
1295.11,395.3,80.6,262,30.65,1,"Apollo"
1296.53,325.5,80.2,271,30.43,1,"Apollo"
1297.08,325.1,81.1,234,29.62,1,"Apollo"
1298.54,289.3,73.7,210,35.03,1,"Apollo"
1299.08,217.2,74.8,366,35.57,1,"Apollo"
1300.56,213,73.1,431,43.48,1,"Apollo"
1301.01,205.5,99.3,79,10.78,1,"Apollo"
1302.77,373.3,72.4,384,37.3,1,"Apollo"
1303.36,362.1,93.7,298,16.85,1,"Apollo"
1304.63,543.9,73,322,35.26,1,"Apollo"
1305.03,524.8,67,269,44.41,1,"Apollo"
1306.69,456,72.9,454,37.31,1,"Apollo"
1307.2,498.5,72.4,265,37.6,1,"Apollo"
1308.86,482.9,66.9,314,42.97,1,"Apollo"
1309.11,480.3,66.5,428,45.69,1,"Apollo"
1310.52,475.9,67.3,496,44.46,1,"Apollo"
1311.14,459.1,64.4,460,45.88,1,"Apollo"
1312.74,445.4,66.9,373,42.38,1,"Apollo"
1313.43,487.3,69.6,338,42.33,1,"Apollo"
1314.65,439.3,69.6,475,41.02,1,"Apollo"
1315.06,448.1,66.5,405,41.88,1,"Apollo"
1316.71,423.1,72.5,470,38.07,1,"Apollo"
1317.12,485.7,68.6,304,40.38,1,"Apollo"
1318.57,385.3,67.6,326,41.49,1,"Apollo"
1319.13,374.3,68.7,379,40.96,1,"Apollo"
1320.7,511.7,81.3,473,29.88,1,"Apollo"
1322.59,641.5,70.7,427,37.75,1,"Apollo"
1323.11,583.7,73.6,422,35.04,1,"Apollo"
1324.74,582.7,88.4,457,18.02,1,"Apollo"
1325.01,728.6,72.8,429,34.51,1,"Apollo"
1326.21,563.7,73.4,453,36.2,1,"Apollo"
1328.66,443.7,56.9,447,52.56,1,"Apollo"
1329.03,433.2,59.9,440,50.19,1,"Apollo"
1330.21,520.2,85.7,331,22.39,1,"Apollo"
1330.75,543.6,80.5,356,26.88,1,"Apollo"
1332.67,599.6,64.4,473,44.19,1,"Apollo"
1333.23,690.8,61.5,537,47.88,1,"Apollo"
1334.67,640.3,60.3,440,49.66,1,"Apollo"
1336.55,692.3,62.8,456,46.34,1,"Apollo"
1337.13,652.4,62.5,472,45.37,1,"Apollo"
1338.53,679.6,72,434,36.77,1,"Apollo"
1339.46,756.8,68.9,455,39.88,1,"Apollo"
