BIT_DEPTH,RATE_OF_PENETRATION,HOOK_LOAD,DIFFERENTIAL_PRESSURE,WEIGHT_ON_BIT,DRILL_BIT_ID,DRILL_BIT_NAME
105.22,1538.2,69.3,-1698,35.65,1,Apollo
106.11,2363.5,69.3,-1693,35.53,1,Apollo
107.01,1632,69.3,-1689,35.36,1,Apollo
107.92,1631.9,69.3,-1684,35.36,1,Apollo
108.93,1631.9,69.9,-1678,35.24,1,Apollo
192.83,166.9,47.7,42,14.07,1,Apollo
193.05,180.7,71.5,87,-2.12,1,Apollo
194.51,162.1,54.4,460,15.52,1,Apollo
196.56,264.1,57.5,342,10.7,1,Apollo
197.03,268.7,57.9,459,12.45,1,Apollo
198.52,271.6,60.4,274,9.53,1,Apollo
199.01,290.7,60.3,283,8.32,1,Apollo
200.54,279.7,59.5,310,13.23,1,Apollo
205.02,212.1,51.6,376,14.42,1,Apollo
208.56,299.3,57.2,406,12.63,1,Apollo
209.09,283.9,57.6,453,12.58,1,Apollo
210.55,297,60.6,351,7.48,1,Apollo
211.06,301.4,61.2,380,7.53,1,Apollo
213.12,295.4,56.3,414,12.09,1,Apollo
214.57,310.9,55.9,462,11.8,1,Apollo
215.13,324.3,53.9,467,13.58,1,Apollo
216.59,358.2,63,304,8.74,1,Apollo
218.55,332.2,57.8,463,10.24,1,Apollo
219.28,315.3,57,378,9.14,1,Apollo
220.62,321.9,59.8,299,7.92,1,Apollo
221.11,331.5,56.5,520,11.5,1,Apollo
223.07,342.9,55.1,498,12.69,1,Apollo
224.59,322.3,55.5,415,11.01,1,Apollo
225.07,354.6,53.4,495,13.5,1,Apollo
226.63,364.9,58.9,328,8.23,1,Apollo
227.1,364.9,58.5,387,8.78,1,Apollo
230.76,348.8,58.4,453,8.52,1,Apollo
232.67,341.7,60.3,347,6.68,1,Apollo
233.15,350.1,60.5,341,7.35,1,Apollo
234.55,356.5,57.9,408,8.91,1,Apollo
236.63,345.2,59.8,395,7.64,1,Apollo
238.73,374.2,56.9,401,9.81,1,Apollo
242.64,358.2,64.5,275,1.63,1,Apollo
244.61,395.4,57.7,471,7.69,1,Apollo
246.65,382,57,465,9.59,1,Apollo
247.14,375.7,56.5,437,10.04,1,Apollo
248.61,354.1,56.4,430,9.29,1,Apollo
250.65,379.2,58.5,514,9.6,1,Apollo
251.01,385.8,61.2,321,4.94,1,Apollo
254.58,383.6,56.6,445,8.31,1,Apollo
255.09,407.6,57.6,382,10.1,1,Apollo
256.82,395.2,57.9,383,7.79,1,Apollo
257.16,395.2,57.3,317,7.71,1,Apollo
261.11,409.5,55.7,450,12.62,1,Apollo
264.66,417.3,53.8,534,10.99,1,Apollo
274.7,426.6,60,391,6.08,1,Apollo
275.06,438.6,59.8,377,5.3,1,Apollo
276.51,439.2,57.1,450,8.69,1,Apollo
277.1,427.6,56.4,465,7.57,1,Apollo
278.78,424.4,61.3,390,7.83,1,Apollo
280.57,119.9,74.1,77,1.27,1,Apollo
281.01,101.1,68.3,217,5.22,1,Apollo
282.03,161,62.3,308,13.9,1,Apollo
284.56,269.1,61.3,300,16.43,1,Apollo
285.06,250,63.7,129,13.92,1,Apollo
286.67,394.9,62.9,411,12.84,1,Apollo
287.22,452.1,64.9,327,11.08,1,Apollo
288.54,429.7,63.2,428,13.67,1,Apollo
289.1,427.3,63.6,,14.39,1,Apollo
290.16,427.5,59.6,341,14.89,1,Apollo
291.06,403.8,64.4,438,12.68,1,Apollo
292.65,384.5,62.7,397,12.12,1,Apollo
293.02,401,61,244,14.94,1,Apollo
294.51,396.5,61.8,290,10.79,1,Apollo
295.07,432,60.4,311,12.18,1,Apollo
296.55,380.6,57.8,310,15.77,1,Apollo
299.09,265.9,62.5,308,9.55,1,Apollo
300.64,363.1,62,322,11.32,1,Apollo
301.22,439.9,63.4,351,10.57,1,Apollo
302.75,419.5,62.1,276,11.71,1,Apollo
303.13,456.6,62.5,280,10.74,1,Apollo
304.07,421.7,62.5,343,11.58,1,Apollo
305.06,443.8,63.3,311,12.03,1,Apollo
306.02,432.7,62.7,348,11.01,1,Apollo
307.01,419.6,62.8,338,10.48,1,Apollo
308.38,442.6,62.3,310,10.24,1,Apollo
309.09,416.2,58,488,14.72,1,Apollo
310.69,431.5,62.1,399,12.43,1,Apollo
311.09,422.6,63.5,427,10.62,1,Apollo
312.61,466.7,62.4,496,13.03,1,Apollo
313.12,451.3,62.5,435,13.61,1,Apollo
314.5,370.9,59,499,14.6,1,Apollo
315.07,395.7,63.6,478,9.96,1,Apollo
316.88,329.6,63.6,394,11.38,1,Apollo
317.08,379.2,65,403,7.15,1,Apollo
318.55,425.7,65.6,363,15.62,1,Apollo
320.65,278.3,62.3,484,13.73,1,Apollo
321.12,340.8,58.2,323,12.53,1,Apollo
322.56,320.1,58.3,314,13.32,1,Apollo
323.09,374.8,61.9,405,11.99,1,Apollo
324.58,409.5,62.7,457,13,1,Apollo
325.13,411.1,60.8,411,11.78,1,Apollo
326.56,376.8,59.2,497,13.57,1,Apollo
327.11,417.8,60.2,535,12.87,1,Apollo
328.64,433.8,60.4,474,11.94,1,Apollo
329.01,426,62.1,411,9.77,1,Apollo
330.32,420,64.6,395,8.36,1,Apollo
331.09,429.4,64.6,330,8.25,1,Apollo
331.68,469.5,64.3,311,8.24,1,Apollo
333.08,428.3,66,331,6.53,1,Apollo
334.56,275.9,60.1,498,11.64,1,Apollo
336.52,396.1,64.3,515,8.23,1,Apollo
