BIT_DEPTH,RATE_OF_PENETRATION,HOOK_LOAD,DIFFERENTIAL_PRESSURE,WEIGHT_ON_BIT,DRILL_BIT_ID,DRILL_BIT_NAME
199.18,6.59,59.78,167.83,6.42,1,Buzz Drilldrin
201.11,75.94,60.31,170.36,8.04,1,Buzz Drilldrin
202.54,302.5,58.2,196.9,9.67,1,Buzz Drilldrin
196.11,11.88,43.27,-365.55,21.38,1,Buzz Drilldrin
275.77,27.86,76.55,15.86,-0.78,1,Buzz Drilldrin
277.08,164.39,77.18,60.98,-1.22,1,Buzz Drilldrin
278.54,252.86,77.41,14.45,-1.62,1,Buzz Drilldrin
279.04,189.45,77.22,17.86,-1.66,1,Buzz Drilldrin
280.53,317.58,76.59,10.95,0.88,1,Buzz Drilldrin
281.02,315.8,63.33,243.18,16.84,1,Buzz Drilldrin
282.53,275.23,58.23,260.41,19.93,1,Buzz Drilldrin
283.01,279.47,54.96,260.66,23.53,1,Buzz Drilldrin
287.04,207.68,56.06,346.18,20.35,1,Buzz Drilldrin
288.72,155.34,55.98,292.33,20.12,1,Buzz Drilldrin
296.54,82.97,72.11,226.51,4.44,1,Buzz Drilldrin
299.2,238.84,57.17,305.1,16.84,1,Buzz Drilldrin
293.54,49.07,42.29,-391.5,32.06,1,Buzz Drilldrin
364.09,62.71,82.96,97.34,-0.8,1,Buzz Drilldrin
364.86,188.87,84.81,101.26,-0.57,1,Buzz Drilldrin
366.06,431.08,82.71,67.91,-0.98,1,Buzz Drilldrin
366.82,489.27,82.39,36.55,-0.72,1,Buzz Drilldrin
368.58,184.18,61.48,307.45,19.22,1,Buzz Drilldrin
369.14,249.66,57.66,334.24,24.02,1,Buzz Drilldrin
370.55,246.04,51.31,454.73,27.25,1,Buzz Drilldrin
371.05,156.45,56.41,433.04,23.84,1,Buzz Drilldrin
372.68,210.9,59.14,405.04,21.76,1,Buzz Drilldrin
373.22,288.45,58.01,357.13,21.68,1,Buzz Drilldrin
374.51,392.64,57.11,338.4,25.67,1,Buzz Drilldrin
375.11,393.35,55.57,409.01,23.64,1,Buzz Drilldrin
376.68,394.19,51.7,388.29,26.97,1,Buzz Drilldrin
377.06,357.26,53.51,433.41,27.6,1,Buzz Drilldrin
378.18,269.79,62.26,405.82,19.98,1,Buzz Drilldrin
378.81,308.89,72.74,293.38,12.01,1,Buzz Drilldrin
380.57,185.81,58.63,374.06,24.86,1,Buzz Drilldrin
381.17,245.27,59.3,437.2,20.85,1,Buzz Drilldrin
389.14,102.8,58.18,453.69,19.63,1,Buzz Drilldrin
390.73,311.56,57.31,424.95,20.93,1,Buzz Drilldrin
391.05,350.93,60.99,393.17,22.32,1,Buzz Drilldrin
392.73,394.55,54.72,507.03,23.86,1,Buzz Drilldrin
394.52,297.54,62.89,467.29,15.7,1,Buzz Drilldrin
396.56,403.65,61.76,358.34,16.21,1,Buzz Drilldrin
398.12,400.71,60.3,364.84,18.53,1,Buzz Drilldrin
398.8,398.75,54.88,358.22,20.76,1,Buzz Drilldrin
399.81,412.69,58.53,372.85,21.75,1,Buzz Drilldrin
400.86,439.1,56.83,377.81,20.95,1,Buzz Drilldrin
402.25,450.96,55.23,390.62,24.27,1,Buzz Drilldrin
403.01,452.34,66.87,308.71,7.98,1,Buzz Drilldrin
404.42,414.97,56.98,451.67,21.11,1,Buzz Drilldrin
406.21,347.94,53.9,416,23.31,1,Buzz Drilldrin
408.31,379.9,60.03,409.39,16.92,1,Buzz Drilldrin
409.07,364.04,56.42,468.13,21.6,1,Buzz Drilldrin
410.59,196.68,60.45,423.05,21.38,1,Buzz Drilldrin
413.14,39.97,59.06,427.43,20.32,1,Buzz Drilldrin
414.27,199.32,59.99,455.72,21.11,1,Buzz Drilldrin
415.23,398.11,51.63,517.24,28.26,1,Buzz Drilldrin
